category,layer,jaccard_top6,jsd,d_entropy,d_concentration
reasoning,40,0.462987012987013,0.04165004505238132,-0.05000719235326301,0.003947246780260825
reasoning,43,0.4225108225108225,0.04729580336176687,-0.04494314228923965,0.0006506779181458984
reasoning,45,0.4288600288600289,0.039034058087578136,-0.067308687060428,0.006644512451237934
reasoning,47,0.4208994708994709,0.03906247840043879,-0.05966099766493052,0.003793701644465853
reasoning,49,0.39894179894179893,0.047841164081027884,-0.11644967189987021,0.0019179075943154484
reasoning,51,0.24692159692159693,0.042955365755835945,-0.06649977453081925,-0.000708833391003767
social_ethical,1,0.43209235209235214,0.014406225703609365,0.0041428902804815,-0.0010690791710225834
social_ethical,3,0.4822222222222222,0.017202381887746053,0.002417959029582898,-7.98638981778362e-05
social_ethical,6,0.43523809523809526,0.02281816531539475,-0.01845376180328048,-0.0005059681666901958
social_ethical,8,0.6190476190476191,0.031641814291472926,-0.030112772050161614,0.007321209627014431
social_ethical,10,0.5593650793650794,0.03278672485879721,0.027960243266467087,0.0017318070857836598
social_ethical,13,0.7047619047619047,0.029385882481878497,0.015296603928733325,0.0022538777011358933
social_ethical,15,0.5434920634920635,0.03469437020113862,0.03034959116047779,0.0069859168577962845
social_ethical,17,0.6015873015873016,0.027598855003640357,-0.0018057191529018783,-0.0025228222563918176
social_ethical,20,0.6603174603174603,0.025459578639083384,0.022082577742536517,-0.006429365256606329
social_ethical,22,0.4498412698412698,0.023953710881243893,-0.015082900534338606,0.0022116926324445654
social_ethical,24,0.7031746031746031,0.027132043693939345,0.0060099272940399,0.0045557390223619765
social_ethical,27,0.5657142857142857,0.027108547424067556,0.03284634963151631,0.004310298250252596
social_ethical,29,0.6015873015873016,0.021202496106549066,0.02006941002888857,-0.0022099134432252442
social_ethical,31,0.6349206349206349,0.023956438410441056,-0.012011623379377726,0.007404130823880652
social_ethical,34,0.5492063492063491,0.024343989371210982,0.03547484089103895,-0.007657005196645074
social_ethical,36,0.6587301587301587,0.02653836024511586,-0.0022046898343622465,-0.011595265624217865
social_ethical,38,0.5441269841269841,0.03441828074513735,-0.0313546126596776,-0.0033132301460288035
social_ethical,40,0.5523809523809524,0.03140545522193296,0.0243976029951441,-0.01249357272363189
social_ethical,43,0.5682539682539682,0.03425705138382713,-0.026269290632011295,0.001829956426981292
social_ethical,45,0.506984126984127,0.029754700079269576,-0.012065449939892166,-0.0031587691584872924
social_ethical,47,0.5158730158730159,0.026668959434417838,0.006918801320128587,-0.0022313956241862445
social_ethical,49,0.5571428571428572,0.02980964458075175,-0.00671638610020094,-0.0028708113195932967
social_ethical,51,0.6492063492063491,0.020785210492601413,-0.026318318160592706,0.0044188645358574545
symbolic,1,0.24052429052429053,0.02542081521882613,-0.00964938830670745,0.0007703918097165842
symbolic,3,0.33020683020683017,0.030838168228215328,-0.047328490836022356,0.006698519214704105
symbolic,6,0.5357142857142857,0.044294000843624615,-0.006112392609180518,-0.0029823354334370437
symbolic,8,0.38811928811928814,0.06979926373551118,-0.1832584602983273,0.012505464996989159
symbolic,10,0.5148148148148148,0.06511691542300807,-0.10564660526860264,0.007090838901791631
symbolic,13,0.482010582010582,0.06247867235011876,-0.1509342442123492,0.005239468119042138
symbolic,15,0.45158730158730154,0.06570699717028555,-0.2119287834352258,0.023794241463570683
symbolic,17,0.4388888888888889,0.055701502514853604,-0.10552076023796689,0.01714672390843125
symbolic,20,0.47118807118807116,0.05956547081966793,-0.09779628613920062,0.005872244589931932
symbolic,22,0.3904761904761905,0.051372929754454164,-0.06308830244345714,0.0050084980148376885
symbolic,24,0.526984126984127,0.05812403474826508,-0.1166493944488573,0.010921567720165967
symbolic,27,0.35185185185185186,0.05761438504697146,-0.06451227727181869,0.0028655486070678156
symbolic,29,0.5410052910052909,0.04435833872939682,-0.09315943730599896,0.0055297417563210235
symbolic,31,0.4619288119288119,0.050276967638000214,-0.07543978414677079,-0.008110641351527843
symbolic,34,0.5243386243386243,0.04445671303056189,0.006610517452903222,-0.012793503765243956
symbolic,36,0.41269841269841273,0.051691901109929106,-0.010382137396978007,0.0020725616513584655
symbolic,38,0.40214045214045213,0.06253852254707863,-0.045505295238528545,-0.0030708204856583275
symbolic,40,0.4047859547859548,0.06382913860312554,-0.09252004650930219,-0.009757675823275688
symbolic,43,0.4478835978835979,0.057249759420651865,-0.1090444624163607,0.011858302339079592
symbolic,45,0.39901394901394904,0.053026702255383806,-0.06277320845970588,0.0006646139621562947
symbolic,47,0.39131794131794134,0.05089584249880511,-0.026067572446225817,-0.0058664154767317355
symbolic,49,0.4333573833573834,0.058676475921089474,-0.09881820859621368,-0.007747712679905739
symbolic,51,0.22205387205387206,0.05301222421605273,-0.024944760029484512,-0.013691484412657875
