category,layer,jaccard_top6,jsd,d_entropy,d_concentration
factual,49,0.6537698412698413,0.026030707497522083,-0.025923498926916016,0.000501362121867545
factual,51,0.6517857142857143,0.016590436784363144,-0.019211376823604704,0.00019716993014306651
reasoning,1,0.5013227513227513,0.012890876752975072,-0.017499047221266186,0.0001922615125724857
reasoning,3,0.526984126984127,0.013961247542077662,-0.02059676110431383,0.0003599825412894059
reasoning,6,0.5939153439153438,0.018071749665978687,-0.026364424890296285,0.0004367529248579236
reasoning,8,0.5992063492063493,0.021433976028282214,-0.03085394026962534,0.0037949324515121462
reasoning,10,0.6891534391534392,0.02450894079553266,-0.04132123043574899,0.003184057035370585
reasoning,13,0.6354497354497355,0.02490920391538791,-0.02996107187987307,-0.004374940204883929
reasoning,15,0.5555555555555556,0.02478316625962685,-0.034221246736830996,0.00016046116871713408
reasoning,17,0.5743626743626744,0.021668738008725305,-0.022562056128741452,0.0019415746503586122
reasoning,20,0.6399470899470899,0.025456171969420162,7.136902751571207e-05,-0.003900686989963849
reasoning,22,0.6177248677248677,0.02029475077482707,-0.013839501615855256,0.005762614899662542
reasoning,24,0.594997594997595,0.025502375663446642,-0.014244271159227266,0.002586548199288099
reasoning,27,0.5833333333333334,0.023951453857256878,-0.0091131047161255,-0.0032047385706341835
reasoning,29,0.4846560846560846,0.02127712127246812,-0.023375943317531248,0.0021681049888499135
reasoning,31,0.6222222222222222,0.022418828730951957,-0.016205230381715063,0.00016999010122471946
reasoning,34,0.555050505050505,0.023410858291921646,-0.016939697493105508,0.0006809758322823005
reasoning,36,0.6010582010582011,0.021888715196738375,-0.011541254913485973,-0.000488225052570091
reasoning,38,0.5507936507936508,0.02331964280672101,-0.011862550313624412,-9.604958691584797e-05
reasoning,40,0.6333333333333333,0.024225919282640576,-0.013585262439856373,0.003498301733064151
reasoning,43,0.623015873015873,0.023881902058275586,0.003942004344154852,-0.002771602043742227
reasoning,45,0.5388888888888889,0.02142251394934358,-0.01796339375787268,0.0032590479269828973
reasoning,47,0.5447089947089947,0.022148106723866745,-0.020180474341520347,-3.9346653049124325e-05
reasoning,49,0.4923520923520923,0.0232404793277668,-0.02944455264468853,-0.0018745122608379823
reasoning,51,0.4113997113997114,0.019356876157799806,-0.016612629059135645,-0.00010335419396855836
social_ethical,1,0.44225108225108223,0.013331249877982768,0.005573591103330185,-0.0008896452396436803
social_ethical,3,0.43113997113997116,0.01465987464934863,-0.0028406253723046505,0.00010715717558874964
social_ethical,6,0.45777777777777773,0.016784177435559947,-0.014836373059851481,0.0014961311161912308
social_ethical,8,0.6952380952380952,0.02180287745584904,-0.010331793813631526,0.0033437112852321683
social_ethical,10,0.7031746031746031,0.023614750118755173,-0.00509094128674746,0.005787421766698076
social_ethical,13,0.7476190476190475,0.02157349164129566,-0.006312129137880558,0.0058953421544535554
social_ethical,15,0.7142857142857143,0.023073405041243358,0.003549585550292426,-0.0004005461004269124
social_ethical,17,0.6333333333333333,0.019534618587506734,-0.003979039950777618,-0.004008461590300805
social_ethical,20,0.7714285714285715,0.01856942665821676,0.0023704470585962883,-0.00022266322587494725
social_ethical,22,0.5603174603174603,0.017070186358693742,-0.01591300768980369,0.00015699437519049614
social_ethical,24,0.7428571428571428,0.01923400303604504,-0.010677644367629184,-0.0003714901076208111
social_ethical,27,0.5666666666666667,0.01905703195413524,0.023521127080013422,-0.0011192029210457626
social_ethical,29,0.6238095238095238,0.017305144268658812,0.011464485879180942,-0.002692994862074554
social_ethical,31,0.7,0.017921859872219285,0.0011290285005397453,-0.0012351344729096866
social_ethical,34,0.6253968253968254,0.01869389637773631,0.02387076345005932,-0.000215359594237718
social_ethical,36,0.6984126984126984,0.019503556913466613,0.00839291607634222,-0.0033876571047121366
social_ethical,38,0.6736507936507936,0.02237352585556745,-0.004339019730168688,-0.0004999066830047699
social_ethical,40,0.6857142857142857,0.020805007133561128,-0.0020886256880199147,-0.0026764372868437972
social_ethical,43,0.606984126984127,0.01981921575017081,-0.025083959739871632,0.003233153056541097
social_ethical,45,0.6222222222222222,0.019121586031538837,-0.00959101418003628,-0.001205107171351512
social_ethical,47,0.6276190476190476,0.01928614614581136,-0.01605642622078142,0.0058659786799035345
social_ethical,49,0.626984126984127,0.019858560942580993,-0.006778824356429543,0.00396167644406197
social_ethical,51,0.6387301587301587,0.01504089926281254,-0.000780982841389329,0.0007668690534884568
symbolic,1,0.3802068302068302,0.020436853380775194,-0.03999346655836739,0.0013618848111749675
symbolic,3,0.4542328042328042,0.021140303813399902,-0.03608652183460808,0.0028305094470501904
symbolic,6,0.7275132275132274,0.02411271008499073,-0.04356297132733684,2.270484299153916e-05
symbolic,8,0.47703222703222703,0.0352114029177319,-0.08628959909431276,0.003392922761384469
symbolic,10,0.7195767195767195,0.035435676520599695,-0.0555351358526622,-0.00795480646748478
symbolic,13,0.6137566137566137,0.04130139585565657,-0.08272675113433484,-0.0018151985215675733
symbolic,15,0.49603174603174605,0.041081239027960015,-0.1376517339234502,0.006869623456360797
symbolic,17,0.5851851851851851,0.03483759154140171,-0.0433746205779081,0.009426311948404976
symbolic,20,0.5410052910052909,0.036543126344212515,-0.07553664302087787,0.004459539050359481
symbolic,22,0.5476190476190477,0.027302774520760322,-0.056044961448694836,0.007140511887474578
symbolic,24,0.6216931216931216,0.038055080425976155,-0.07618766958471054,0.0013783700421921305
symbolic,27,0.4798941798941799,0.03476883899940121,-0.08111878855995808,0.005983932920711171
symbolic,29,0.6653439153439153,0.02935020842712187,-0.09068771086776392,0.009913023907652918
symbolic,31,0.5859788359788359,0.02998329321734224,-0.05973604822723444,-0.004976844381274366
symbolic,34,0.6150793650793651,0.02928902493998388,-0.015057163566038466,-0.0045514072696263685
symbolic,36,0.5634920634920635,0.031932602033833024,-0.03266593782653176,-0.0030206046545609984
symbolic,38,0.4571428571428571,0.03660156942522136,-0.03913649515291914,0.00016820265895322418
symbolic,40,0.5423280423280423,0.03559914676750615,-0.0950233534951991,0.0021878530102108916
symbolic,43,0.5124338624338624,0.033973483536314596,-0.08656422689783454,0.011432068182375332
symbolic,45,0.5487012987012987,0.03190067551516135,-0.03205399230118536,-0.004395943501168501
symbolic,47,0.5674603174603176,0.027465094137874364,-0.05206448347978698,0.002363780121288946
symbolic,49,0.5621693121693121,0.03562889124759522,-0.1446006747946089,0.017835335664820807
symbolic,51,0.4256613756613757,0.028117323105966693,-0.025784568962197066,-0.0021379327676206168
