layer,expert,total_mass,selectivity,top_category,share_computational,share_creative,share_factual,share_reasoning,share_social_ethical,share_symbolic
1,50,2555.9010009765625,0.27409586262565167,reasoning,0.12979065133481846,0.05028560353666103,0.179358658045698,0.27409586262565167,0.10067393923786488,0.26579528521930595
1,51,2299.1931762695312,0.30997440641130136,symbolic,0.11570767715545172,0.04520841144039866,0.23462079792394905,0.22037632564773527,0.07411238142116397,0.30997440641130136
1,52,2154.9444580078125,0.31356015205084825,reasoning,0.09313746066246519,0.04911675179236976,0.1628381767606689,0.31356015205084825,0.10414520113939005,0.2772022575942579
1,53,1673.4415283203125,0.3633853443250786,reasoning,0.09928226567498488,0.049203750603716595,0.17689842745914258,0.3633853443250786,0.08742071626374032,0.22380949567333705
1,54,1182.0377197265625,0.34980569029849784,factual,0.07646108182859623,0.04578347792833669,0.34980569029849784,0.1674284457919255,0.1391134776711917,0.22140782648145205
1,55,1641.9957275390625,0.36629857390726156,factual,0.09945604226944615,0.031026458623223202,0.36629857390726156,0.20469282026199986,0.1297778812627456,0.16874822367532363
1,56,1438.4124755859375,0.3072365325169358,factual,0.106819932150745,0.06161119703652785,0.3072365325169358,0.15026789635485288,0.21161889849980586,0.1624455434411326
1,57,1627.479248046875,0.29440022021690165,reasoning,0.12849341186936097,0.04471243167913137,0.19030003052734298,0.29440022021690165,0.12746590800843965,0.21462799769882338
1,58,1367.259765625,0.2735642901732337,factual,0.10756663576353821,0.08176487457091554,0.2735642901732337,0.2540505001878472,0.08512898246806955,0.1979247168363958
1,59,1741.853759765625,0.2532483450795577,factual,0.07842849099596293,0.04365010786118922,0.2532483450795577,0.21772107969674123,0.18437276311199188,0.22257921325455704
1,60,927.1524658203125,0.2700595228612473,factual,0.0927078866441622,0.08617247160159537,0.2700595228612473,0.2131938546190749,0.20861835311701432,0.12924791115690593
1,61,1685.1356811523438,0.26673721786778587,symbolic,0.09140642399617839,0.05171380344343129,0.21305461866185996,0.2645738135059962,0.11251412252474831,0.26673721786778587
1,62,1728.2950439453125,0.2934140677415543,factual,0.09556473767521038,0.06374111442046312,0.2934140677415543,0.2254141471302164,0.08670082403877387,0.2351651089937819
1,63,891.198974609375,0.2553770856555986,social_ethical,0.07170214590322958,0.0328856046993837,0.24199234539363476,0.16399518840790928,0.2553770856555986,0.2340476299402441
1,64,2458.2696533203125,0.4046170091634557,symbolic,0.11122002547901011,0.03946073483928137,0.21022124927593877,0.15847030597902637,0.07601067526328766,0.4046170091634557
1,65,1089.8460693359375,0.33835557473612005,factual,0.05878426109980277,0.04214843180777281,0.33835557473612005,0.1832314648971961,0.13771084044512003,0.2397694270139882
1,66,1805.266357421875,0.2725543524932682,reasoning,0.08055817053269304,0.04453996154642498,0.245783481786348,0.2725543524932682,0.10083771831302486,0.2557263153282409
1,67,1825.2584228515625,0.27136254050070635,symbolic,0.11246367417606012,0.05348577767876806,0.23692084750681106,0.19454838272379157,0.13121877741386284,0.27136254050070635
1,68,2452.5013427734375,0.3339090337008946,symbolic,0.09410334265414112,0.040133162834838934,0.20087914468303072,0.24631844351751248,0.08465687260958213,0.3339090337008946
1,69,1741.3426513671875,0.33576210829256536,symbolic,0.05191271636140256,0.06778637538565331,0.2068059349688845,0.21746209747594109,0.1202707675155532,0.33576210829256536
1,70,1453.181396484375,0.350369802516065,symbolic,0.10140685064138136,0.04663663087000488,0.21509850676158235,0.20758233341414337,0.07890587579682308,0.350369802516065
